id,file,Component,Smell,Details,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
1027,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\Releases\index.tsx,LW7Releases,Large Component,LOC: 550; Number of props: 1; Number of attributes: 0; Number of methods: 0,,
1028,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\8\LaunchWeekPrizeCard.tsx,LaunchWeekPrizeCard,Large Component,LOC: 67; Number of props: 14; Number of attributes: 0; Number of methods: 1,,
1029,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\8\LaunchWeekPrizeCard.tsx,LaunchWeekPrizeCard,Too many props,"Number of props: 14; Props: imageUrl,imageWrapperClassName,content,className,animateFrom,imgObjectPosition,x,y,opacity,once,margin,type,bounce,delay",,
1030,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\8\Releases\index.tsx,LW8Releases,Large Component,LOC: 629; Number of props: 1; Number of attributes: 0; Number of methods: 0,,
1031,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\components\AdventCard.tsx,AdventCard,Large Component,LOC: 113; Number of props: 19; Number of attributes: 0; Number of methods: 0,,
1032,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\components\AdventCard.tsx,AdventCard,Too many props,"Number of props: 19; Props: day,index,width,type,damping,mass,stiffness,delay,initial,reveal,glare,max,gyroscope,height,perspective,bottom,backfaceVisibility,transform,WebkitFontSmoothing",,
1033,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\index.tsx,Nav,Large Component,LOC: 165; Number of props: 8; Number of attributes: 0; Number of methods: 0,,
1034,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\ProductDropdown.tsx,ProductDropdown,Large Component,LOC: 167; Number of props: 0; Number of attributes: 0; Number of methods: 0,,
1035,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\RightClickBrandLogo.tsx,RightClickBrandLogo,Large Component,LOC: 138; Number of props: 0; Number of attributes: 0; Number of methods: 5,,
1036,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\OSSHero.tsx,GridSVG,Large Component,LOC: 134; Number of props: 22; Number of attributes: 0; Number of methods: 0,,
1037,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\OSSHero.tsx,GridSVG,Too many props,"Number of props: 22; Props: resolvedTheme,width,color,boxWidth,boxHeight,xLines,yLines,strokeWidth,x2,x1,y1,y2,duration,repeat,ease,delay,transform,position,top,bottom,left,right",,
1038,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\OSSHero.tsx,GridSVG,Large Component,LOC: 134; Number of props: 22; Number of attributes: 0; Number of methods: 0,,
1039,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\OSSHero.tsx,GridSVG,Too many props,"Number of props: 22; Props: resolvedTheme,width,color,boxWidth,boxHeight,xLines,yLines,strokeWidth,x2,x1,y1,y2,duration,repeat,ease,delay,transform,position,top,bottom,left,right",,
1040,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\Repos.tsx,Repos,Large Component,LOC: 151; Number of props: 7; Number of attributes: 0; Number of methods: 2,,
1041,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Panel\Panel.tsx,Panel,Large Component,LOC: 90; Number of props: 18; Number of attributes: 0; Number of methods: 1,,
1042,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Panel\Panel.tsx,Panel,Too many props,"Number of props: 18; Props: outerClassName,innerClassName,hasActiveOnHover,activeColor,hasShimmer,hasInnerShimmer,shimmerFromColor,shimmerToColor,hasMotion,children,style,innerStyle,x,y,width,height,whileHover,animate",,
1043,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\ComputePricingCalculator.tsx,PriceSummary,Large Component,LOC: 20; Number of props: 2; Number of attributes: 0; Number of methods: 5,,
1044,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\ComputePricingCalculator.tsx,PriceSummary,Large Component,LOC: 20; Number of props: 2; Number of attributes: 0; Number of methods: 5,,
1045,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\CostControlAnimation.tsx,CostControlAnimation,Large Component,LOC: 152; Number of props: 7; Number of attributes: 0; Number of methods: 1,,
1046,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\NewComputePricingCalculator.tsx,NewComputePricingCalculator,Large Component,LOC: 185; Number of props: 2; Number of attributes: 0; Number of methods: 4,,
1047,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\NewPricingComputeSection.tsx,NewPricingComputeSection,Large Component,LOC: 182; Number of props: 2; Number of attributes: 0; Number of methods: 0,,
1048,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingComparisonTable.tsx,PricingComparisonTable,Large Component,LOC: 400; Number of props: 5; Number of attributes: 0; Number of methods: 0,,
1049,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingPlans.tsx,PricingPlans,Large Component,LOC: 188; Number of props: 4; Number of attributes: 0; Number of methods: 1,,
1050,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\DatabaseVisual.tsx,DatabaseVisual,Large Component,LOC: 136; Number of props: 6; Number of attributes: 0; Number of methods: 1,,
1051,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\Functions\FunctionsHero.tsx,FunctionsHero,Large Component,LOC: 281; Number of props: 25; Number of attributes: 0; Number of methods: 2,,
1052,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\Functions\FunctionsHero.tsx,FunctionsHero,Too many props,"Number of props: 25; Props: id,type,left,top,delay,viewbox,width,height,path,x1,x2,y1,y1config,y2,y2config,duration,offset,easing,loop,autoplay,targets,strings,typeSpeed,startDelay,showCursor",,
1053,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\FunctionsVisual.tsx,FunctionsVisual,Large Component,LOC: 105; Number of props: 10; Number of attributes: 0; Number of methods: 5,,
1054,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\index.tsx,Products,Large Component,LOC: 199; Number of props: 3; Number of attributes: 0; Number of methods: 1,,
1055,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\RealtimeVisual.tsx,RealtimeVisual,Large Component,LOC: 156; Number of props: 6; Number of attributes: 0; Number of methods: 2,,
1056,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\CustomersVisual.tsx,RenderedVisual,Large Component,LOC: 802; Number of props: 9; Number of attributes: 0; Number of methods: 0,,
1057,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\CustomersVisual.tsx,RenderedVisual,Large Component,LOC: 802; Number of props: 9; Number of attributes: 0; Number of methods: 0,,
1058,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\DeployGlobally.tsx,RenderedSVG,Large Component,LOC: 131; Number of props: 4; Number of attributes: 0; Number of methods: 0,,
1059,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\DeployGlobally.tsx,RenderedSVG,Large Component,LOC: 131; Number of props: 4; Number of attributes: 0; Number of methods: 0,,
1060,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\OpenAIImage.tsx,RenderedSVG,Large Component,LOC: 239; Number of props: 15; Number of attributes: 0; Number of methods: 0,,
1061,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\OpenAIImage.tsx,RenderedSVG,Too many props,"Number of props: 15; Props: isHovered,resolvedTheme,animate,initial,glow,rectStart,rectEnd,cardBgStart,cardBgEnd,openAIStart,openAIEnd,openAIStrokeStart,openAIStrokeEnd,openAIAltStart,openAIAltEnd",,
1062,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\OpenAIImage.tsx,RenderedSVG,Large Component,LOC: 239; Number of props: 15; Number of attributes: 0; Number of methods: 0,,
1063,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\OpenAIImage.tsx,RenderedSVG,Too many props,"Number of props: 15; Props: isHovered,resolvedTheme,animate,initial,glow,rectStart,rectEnd,cardBgStart,cardBgEnd,openAIStart,openAIEnd,openAIStrokeStart,openAIStrokeEnd,openAIAltStart,openAIAltEnd",,
1064,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\PGvectorImg.tsx,RenderedSVG,Large Component,LOC: 420; Number of props: 19; Number of attributes: 0; Number of methods: 1,,
1065,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\PGvectorImg.tsx,RenderedSVG,Too many props,"Number of props: 19; Props: isHovered,resolvedTheme,circles1,circles2,pgLogoStart,pgLogoEnd,pgLogoBg,radialBgStart,radialBgEnd,coordinatesStart,coordinatesEnd,rectStart,rectEnd,arrow,asdfStart,asdfEnd,transition,animate,initial",,
1066,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\PGvectorImg.tsx,RenderedSVG,Large Component,LOC: 420; Number of props: 19; Number of attributes: 0; Number of methods: 1,,
1067,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\PGvectorImg.tsx,RenderedSVG,Too many props,"Number of props: 19; Props: isHovered,resolvedTheme,circles1,circles2,pgLogoStart,pgLogoEnd,pgLogoBg,radialBgStart,radialBgEnd,coordinatesStart,coordinatesEnd,rectStart,rectEnd,arrow,asdfStart,asdfEnd,transition,animate,initial",,
1068,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\SecureAndScalableImg.tsx,RenderedSVG,Large Component,LOC: 548; Number of props: 9; Number of attributes: 0; Number of methods: 0,,
1069,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\SecureAndScalableImg.tsx,RenderedSVG,Large Component,LOC: 548; Number of props: 9; Number of attributes: 0; Number of methods: 0,,
1070,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\SurveyChapterSection.tsx,SurveyChapterSection,Large Component,LOC: 70; Number of props: 22; Number of attributes: 0; Number of methods: 0,,
1071,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\SurveyChapterSection.tsx,SurveyChapterSection,Too many props,"Number of props: 22; Props: title,description,stats,charts,wordCloud,summarizedAnswer,rankedAnswersPair,children,RoleChart,IndustryChart,FundingStageChart,AcceleratorParticipationChart,DatabasesChart,AICodingToolsChart,AIModelsChart,RegularSocialMediaUseChart,NewIdeasChart,InitialPayingCustomersChart,SalesToolsChart,WorldOutlookChart,BiggestChallengeChart,LocationChart",,
1072,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\SurveyChart.tsx,SurveyChart,Large Component,LOC: 314; Number of props: 27; Number of attributes: 0; Number of methods: 2,,
1073,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\SurveyChart.tsx,SurveyChart,Too many props,"Number of props: 27; Props: title,targetColumn,filterColumns,generateSQLQuery,functionName,threshold,rootMargin,filters,col,chartData,isLoading,error,filterKey,label,value,rawValue,background,height,duration,ease,maskImage,maskSize,maskRepeat,maskPosition,width,clipPath,transition",,
1074,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\SurveyWordCloud.tsx,SurveyWordCloud,Large Component,LOC: 184; Number of props: 11; Number of attributes: 0; Number of methods: 1,,
1075,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\AnimatedGridBackground.tsx,AnimatedGridBackground,Large Component,LOC: 203; Number of props: 17; Number of attributes: 0; Number of methods: 3,,
1076,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\AnimatedGridBackground.tsx,AnimatedGridBackground,Too many props,"Number of props: 17; Props: cols,rows,tiles,initialDelay,id,type,initialCell,once,amount,row,col,x,y,gridTemplateColumns,gridTemplateRows,opacity,scale",,
1077,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\layouts\comparison.tsx,NextCard,Large Component,LOC: 20; Number of props: 16; Number of attributes: 0; Number of methods: 0,,
1078,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\layouts\comparison.tsx,NextCard,Too many props,"Number of props: 16; Props: components,props,blog,basePath,post,label,className,title,description,url,type,article,images,objectFit,prevPost,nextPost",,
1079,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\layouts\comparison.tsx,NextCard,Large Component,LOC: 20; Number of props: 16; Number of attributes: 0; Number of methods: 0,,
1080,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\layouts\comparison.tsx,NextCard,Too many props,"Number of props: 16; Props: components,props,blog,basePath,post,label,className,title,description,url,type,article,images,objectFit,prevPost,nextPost",,
1081,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\customerio.ts,CustomerioAppClient,Large Component,LOC: 127; Number of props: 3; Number of attributes: 2; Number of methods: 6,,
1082,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\assistant.tsx,Assistant,Large Component,LOC: 153; Number of props: 15; Number of attributes: 0; Number of methods: 1,,
1083,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\assistant.tsx,Assistant,Too many props,"Number of props: 15; Props: query,id,title,description,url,opacity,transition,visible,hidden,scale,filter,x,duration,ease,delay",,
1084,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\auth.tsx,AuthPage,Large Component,LOC: 225; Number of props: 12; Number of attributes: 0; Number of methods: 0,,
1085,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\aws-reinvent-2025.tsx,AWSReInvent2025,Large Component,LOC: 171; Number of props: 3; Number of attributes: 0; Number of methods: 0,,
1086,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\beta.tsx,ComparisonChart,Direct DOM Manipulation,"Line 271: const reference = document.getElementById('performanceCharts')
",,
1087,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\beta.tsx,ComparisonChart,Direct DOM Manipulation,"Line 271: const reference = document.getElementById('performanceCharts')
",,
1088,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\beta.tsx,ComparisonChart,Direct DOM Manipulation,"Line 271: const reference = document.getElementById('performanceCharts')
",,
1089,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\beta.tsx,Beta,Large Component,LOC: 109; Number of props: 19; Number of attributes: 0; Number of methods: 1,,
1090,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\beta.tsx,Beta,Too many props,"Number of props: 19; Props: basePath,darkMode,performance,security,reliability,features,pricing,openSource,fundingPartners,scaling,next,behavior,block,title,description,url,type,article,images",,
1091,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\customers\[slug].tsx,CaseStudyPage,Large Component,LOC: 165; Number of props: 19; Number of attributes: 0; Number of methods: 0,,
1092,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\customers\[slug].tsx,CaseStudyPage,Too many props,"Number of props: 19; Props: about,company_url,content,date,description,logo,meta_description,meta_title,misc,name,slug,title,blog,image,url,type,article,images,padding",,
1093,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\customers.tsx,CustomerStoriesPage,Large Component,LOC: 119; Number of props: 16; Number of attributes: 0; Number of methods: 0,,
1094,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\customers.tsx,CustomerStoriesPage,Too many props,"Number of props: 16; Props: basePath,logo,logoInverse,name,title,link,industry,products,image,description,url,images,opacity,y,transition,industries",,
1095,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\database.tsx,Database,Large Component,LOC: 343; Number of props: 14; Number of attributes: 0; Number of methods: 1,,
1096,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\database.tsx,Database,Too many props,"Number of props: 14; Props: basePath,title,description,url,images,dark,light,text,author,role,link,logo,marginBottom,overflow",,
1097,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\events\[slug].tsx,EventPage,Large Component,LOC: 297; Number of props: 19; Number of attributes: 0; Number of methods: 0,,
1098,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\events\[slug].tsx,EventPage,Too many props,"Number of props: 19; Props: event,title,description,url,image,conference,hackathon,launch_week,meetup,talk,webinar,type,images,videos,article,action,properties,dark,light",,
1099,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\features\[slug].tsx,FeaturePage,Large Component,LOC: 211; Number of props: 7; Number of attributes: 0; Number of methods: 0,,
1100,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\features.tsx,FeaturesPage,Large Component,LOC: 201; Number of props: 9; Number of attributes: 0; Number of methods: 3,,
1101,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\ga-week.tsx,GAWeekIndex,Large Component,LOC: 91; Number of props: 20; Number of attributes: 0; Number of methods: 0,,
1102,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\ga-week.tsx,GAWeekIndex,Too many props,"Number of props: 20; Props: query,id,ticketNumber,name,username,golden,bgImageId,data,title,description,url,images,supabase,session,userData,setUserData,ticketState,setTicketState,showCustomizationForm,setShowCustomizationForm",,
1103,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\ga.tsx,IndexPage,Large Component,LOC: 214; Number of props: 5; Number of attributes: 0; Number of methods: 0,,
1104,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\12\index.tsx,LaunchWeekIndex,Large Component,LOC: 90; Number of props: 19; Number of attributes: 0; Number of methods: 0,,
1105,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\12\index.tsx,LaunchWeekIndex,Too many props,"Number of props: 19; Props: query,id,ticket_number,name,username,platinum,data,title,description,url,images,supabase,session,userData,setUserData,ticketState,setTicketState,showCustomizationForm,setShowCustomizationForm",,
1106,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\13\index.tsx,LaunchWeekIndex,Large Component,LOC: 85; Number of props: 19; Number of attributes: 0; Number of methods: 0,,
1107,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\13\index.tsx,LaunchWeekIndex,Too many props,"Number of props: 19; Props: query,id,ticket_number,name,username,platinum,data,title,description,url,images,supabase,session,userData,setUserData,ticketState,setTicketState,showCustomizationForm,setShowCustomizationForm",,
1108,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\6\index.tsx,SectionButtons,Large Component,LOC: 34; Number of props: 18; Number of attributes: 0; Number of methods: 0,,
1109,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\6\index.tsx,SectionButtons,Too many props,"Number of props: 18; Props: resolvedTheme,query,data,error,status,date,day,title,shipped,blog,docs,video,description,url,images,background,top,left",,
1110,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\6\index.tsx,SectionButtons,Large Component,LOC: 34; Number of props: 18; Number of attributes: 0; Number of methods: 0,,
1111,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\6\index.tsx,SectionButtons,Too many props,"Number of props: 18; Props: resolvedTheme,query,data,error,status,date,day,title,shipped,blog,docs,video,description,url,images,background,top,left",,
1112,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\8\index.tsx,TicketHome,Large Component,LOC: 148; Number of props: 18; Number of attributes: 0; Number of methods: 0,,
1113,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\8\index.tsx,TicketHome,Too many props,"Number of props: 18; Props: query,id,ticketNumber,name,username,golden,bgImageId,data,title,description,url,images,supabase,session,userData,setUserData,ticketState,setTicketState",,
1114,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\tickets\[username].tsx,Lw15Page,Large Component,LOC: 54; Number of props: 14; Number of attributes: 0; Number of methods: 0,,
1115,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\tickets\[username].tsx,Lw15Page,Too many props,"Number of props: 14; Props: user,ogImageUrl,query,id,ticket_number,name,username,platinum,title,description,url,images,userTicketData,fontFamily",,
1116,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\x\index.tsx,LaunchWeekIndex,Large Component,LOC: 102; Number of props: 21; Number of attributes: 0; Number of methods: 0,,
1117,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\launch-week\x\index.tsx,LaunchWeekIndex,Too many props,"Number of props: 21; Props: meetups,query,id,ticketNumber,name,username,golden,bgImageId,data,title,description,url,images,supabase,session,userData,setUserData,ticketState,setTicketState,showCustomizationForm,setShowCustomizationForm",,
1118,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\partners\index.tsx,Partners,Large Component,LOC: 204; Number of props: 4; Number of attributes: 0; Number of methods: 0,,
1119,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\partners\integrations\[slug].tsx,IntegrationPartnersPage,Large Component,LOC: 157; Number of props: 8; Number of attributes: 0; Number of methods: 1,,
1120,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\partners\integrations\[slug].tsx,IntegrationPartnersPage,Large Component,LOC: 157; Number of props: 8; Number of attributes: 0; Number of methods: 1,,
1121,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\realtime.tsx,RealtimePage,Large Component,LOC: 200; Number of props: 10; Number of attributes: 0; Number of methods: 0,,
1122,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\solutions\ai-builders.tsx,Enterprise,Direct DOM Manipulation,"Line 28: const element = document.getElementById(hash)
",,
1123,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\solutions\innovation-teams.tsx,InnovationTeams,Large Component,LOC: 263; Number of props: 9; Number of attributes: 0; Number of methods: 0,,
1124,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\state-of-startups.tsx,FloatingTableOfContents,Direct DOM Manipulation,"Line 59: const chapterElement = document.getElementById(`chapter-${i + 1}`)
",,
