id,Large File,File URL,LOC,N_Components,N_Functions,N_Imports,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
689,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\15\LW15Meetups.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\15\LW15Meetups.tsx,293,2,4,15,,
690,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\LaunchSection\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\LaunchSection\index.tsx,195,3,0,13,,
691,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\Releases\components\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\Releases\components\index.tsx,309,14,0,3,,
692,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\Releases\Day5.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\Releases\Day5.tsx,756,1,3,14,,
693,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\Releases\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\7\Releases\index.tsx,694,1,4,17,,
694,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\8\Releases\components\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\8\Releases\components\index.tsx,442,18,0,4,,
695,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\8\Releases\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\8\Releases\index.tsx,646,1,0,13,,
696,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\components\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\components\index.tsx,80,3,0,10,,
697,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\data\lwx_advent_days.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\data\lwx_advent_days.tsx,473,0,0,0,,
698,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\data\lwx_data.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\LaunchWeek\X\Releases\data\lwx_data.tsx,279,0,0,1,,
699,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\MobileMenu.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\MobileMenu.tsx,335,3,0,20,,
700,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\RightClickBrandLogo.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\RightClickBrandLogo.tsx,333,3,0,18,,
701,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\SolutionsDropdown.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Nav\SolutionsDropdown.tsx,127,3,0,8,,
702,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\OSSHero.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\OSSHero.tsx,202,3,0,6,,
703,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\Repos.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\OpenSource\Repos.tsx,240,3,0,12,,
704,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\ComputePricingCalculator.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\ComputePricingCalculator.tsx,316,2,2,16,,
705,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingAddons.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingAddons.tsx,167,4,0,8,,
706,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingComparisonTable.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingComparisonTable.tsx,503,2,0,13,,
707,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingIcons.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingIcons.tsx,39,3,0,0,,
708,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingTableRow.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\PricingTableRow.tsx,312,2,0,8,,
709,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\UpgradePlan.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Pricing\UpgradePlan.tsx,163,1,0,29,,
710,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\Functions\FunctionsHero.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\Functions\FunctionsHero.tsx,291,1,0,9,,
711,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\index.tsx,224,1,0,14,,
712,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\CustomersVisual.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\CustomersVisual.tsx,813,2,0,2,,
713,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\OpenAIImage.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\OpenAIImage.tsx,301,2,0,6,,
714,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\PGvectorImg.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\PGvectorImg.tsx,492,2,0,7,,
715,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\SecureAndScalableImg.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Products\VectorAI\SecureAndScalableImg.tsx,592,2,0,4,,
716,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\collaborative-editor-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\collaborative-editor-example.tsx,241,0,0,1,,
717,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\cursor-tracking-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\cursor-tracking-example.tsx,323,0,0,1,,
718,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\emoji-picker-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\emoji-picker-example.tsx,233,0,0,1,,
719,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\form-presence-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\form-presence-example.tsx,478,0,0,1,,
720,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\iframe-annotation-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\iframe-annotation-example.tsx,355,0,0,1,,
721,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\log-viewer-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\log-viewer-example.tsx,417,0,0,1,,
722,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\platformer-3d-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\platformer-3d-example.tsx,1069,0,0,1,,
723,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\tic-tac-toe-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\tic-tac-toe-example.tsx,349,0,0,1,,
724,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\todo-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\todo-example.tsx,349,0,0,1,,
725,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\whiteboard-example.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\examples\whiteboard-example.tsx,421,0,0,1,,
726,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\realtime-showcase.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Realtime\realtime-showcase.tsx,190,1,0,30,,
727,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Sections\CommunitySlider.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Sections\CommunitySlider.tsx,220,2,0,14,,
728,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Sections\TimedTabsSection.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Sections\TimedTabsSection.tsx,228,3,0,14,,
729,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Solutions\CTAForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Solutions\CTAForm.tsx,58,3,0,5,,
730,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\StateOfStartupsHeader.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\StateOfStartupsHeader.tsx,136,4,0,2,,
731,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\SurveyChart.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\SurveyResults\SurveyChart.tsx,567,2,4,14,,
732,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\svg-icons.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\svg-icons.tsx,90,4,0,0,,
733,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\UsersGrowthChart.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\UsersGrowthChart.tsx,151,3,0,10,,
734,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\AnimatedGridBackground.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\AnimatedGridBackground.tsx,233,1,0,9,,
735,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\Home.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\Home.tsx,246,2,3,8,,
736,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\Intro.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\Intro.tsx,231,2,3,9,,
737,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\ProductAnnouncements.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\ProductAnnouncements.tsx,451,2,0,3,,
738,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\SupabaseSelect.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Pages\SupabaseSelect.tsx,223,3,0,9,,
739,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Visuals.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\components\Wrapped\Visuals.tsx,37,3,0,1,,
740,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\aws-reinvent-2025.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\aws-reinvent-2025.tsx,431,0,0,14,,
741,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\CodeExamples.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\CodeExamples.ts,246,0,0,0,,
742,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\contribute\index.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\contribute\index.ts,422,0,14,8,,
743,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\enterprise.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\enterprise.tsx,294,0,0,18,,
744,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\features.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\features.tsx,3067,0,0,43,,
745,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\ga.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\ga.tsx,339,0,1,10,,
746,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\open-source\contributing\supasquad.utils.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\open-source\contributing\supasquad.utils.tsx,256,1,1,7,,
747,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\functions\page.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\functions\page.tsx,368,0,0,6,,
748,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\modules\cron.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\modules\cron.tsx,268,0,0,3,,
749,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\modules\queues.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\modules\queues.tsx,250,0,0,3,,
750,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\modules\vector.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\products\modules\vector.tsx,335,0,0,6,,
751,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,782,0,0,9,,
752,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,782,0,0,9,,
753,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,782,0,0,9,,
754,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,782,0,0,9,,
755,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\finserv.tsx,782,0,0,9,,
756,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,706,0,0,24,,
757,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,706,0,0,24,,
758,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,706,0,0,24,,
759,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\innovation-teams.tsx,706,0,0,24,,
760,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\neon.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\neon.tsx,698,0,0,24,,
761,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\postgres-developers.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\postgres-developers.tsx,450,0,1,16,,
762,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\postgres-developers.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\postgres-developers.tsx,450,0,1,16,,
763,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\startups.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\startups.tsx,251,1,1,6,,
764,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\startups.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\startups.tsx,251,1,1,6,,
765,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\vibe-coders.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\solutions\vibe-coders.tsx,565,0,1,20,,
766,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\Solutions.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\data\Solutions.tsx,307,0,0,12,,
767,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\contribute.types.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\contribute.types.ts,349,0,0,0,,
768,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\customerio.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\customerio.ts,257,2,0,0,,
769,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\database.types.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\database.types.ts,415,0,0,0,,
770,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\helpers.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\lib\helpers.tsx,239,0,22,0,,
771,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\assistant.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\assistant.tsx,780,1,0,14,,
772,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\auth.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\auth.tsx,259,1,0,23,,
773,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\beta.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\beta.tsx,1027,19,0,19,,
